VCE ,leafValue( B1_DP1 "mcparamset" 1 ),leafValue( B1_DP1 "mcparamset" 2 ),leafValue( B1_DP1 "mcparamset" 3 ),leafValue( B1_DP1 "mcparamset" 4 ),leafValue( B1_DP1 "mcparamset" 5 ),leafValue( B1_DP1 "mcparamset" 6 ),leafValue( B1_DP1 "mcparamset" 7 ),leafValue( B1_DP1 "mcparamset" 8 ),leafValue( B1_DP1 "mcparamset" 9 ),leafValue( B1_DP1 "mcparamset" 10 ),leafValue( B1_DP1 "mcparamset" 11 ),leafValue( B1_DP1 "mcparamset" 12 ),leafValue( B1_DP1 "mcparamset" 13 ),leafValue( B1_DP1 "mcparamset" 14 ),leafValue( B1_DP1 "mcparamset" 15 ),leafValue( B1_DP1 "mcparamset" 16 ),leafValue( B1_DP1 "mcparamset" 17 ),leafValue( B1_DP1 "mcparamset" 18 ),leafValue( B1_DP1 "mcparamset" 19 ),leafValue( B1_DP1 "mcparamset" 20 ),leafValue( B2_DP1 "mcparamset" 1 ),leafValue( B2_DP1 "mcparamset" 2 ),leafValue( B2_DP1 "mcparamset" 3 ),leafValue( B2_DP1 "mcparamset" 4 ),leafValue( B2_DP1 "mcparamset" 5 ),leafValue( B2_DP1 "mcparamset" 6 ),leafValue( B2_DP1 "mcparamset" 7 ),leafValue( B2_DP1 "mcparamset" 8 ),leafValue( B2_DP1 "mcparamset" 9 ),leafValue( B2_DP1 "mcparamset" 10 ),leafValue( B2_DP1 "mcparamset" 11 ),leafValue( B2_DP1 "mcparamset" 12 ),leafValue( B2_DP1 "mcparamset" 13 ),leafValue( B2_DP1 "mcparamset" 14 ),leafValue( B2_DP1 "mcparamset" 15 ),leafValue( B2_DP1 "mcparamset" 16 ),leafValue( B2_DP1 "mcparamset" 17 ),leafValue( B2_DP1 "mcparamset" 18 ),leafValue( B2_DP1 "mcparamset" 19 ),leafValue( B2_DP1 "mcparamset" 20 ),leafValue( B1_DP2 "mcparamset" 1 ),leafValue( B1_DP2 "mcparamset" 2 ),leafValue( B1_DP2 "mcparamset" 3 ),leafValue( B1_DP2 "mcparamset" 4 ),leafValue( B1_DP2 "mcparamset" 5 ),leafValue( B1_DP2 "mcparamset" 6 ),leafValue( B1_DP2 "mcparamset" 7 ),leafValue( B1_DP2 "mcparamset" 8 ),leafValue( B1_DP2 "mcparamset" 9 ),leafValue( B1_DP2 "mcparamset" 10 ),leafValue( B1_DP2 "mcparamset" 11 ),leafValue( B1_DP2 "mcparamset" 12 ),leafValue( B1_DP2 "mcparamset" 13 ),leafValue( B1_DP2 "mcparamset" 14 ),leafValue( B1_DP2 "mcparamset" 15 ),leafValue( B1_DP2 "mcparamset" 16 ),leafValue( B1_DP2 "mcparamset" 17 ),leafValue( B1_DP2 "mcparamset" 18 ),leafValue( B1_DP2 "mcparamset" 19 ),leafValue( B1_DP2 "mcparamset" 20 ),leafValue( B2_DP2 "mcparamset" 1 ),leafValue( B2_DP2 "mcparamset" 2 ),leafValue( B2_DP2 "mcparamset" 3 ),leafValue( B2_DP2 "mcparamset" 4 ),leafValue( B2_DP2 "mcparamset" 5 ),leafValue( B2_DP2 "mcparamset" 6 ),leafValue( B2_DP2 "mcparamset" 7 ),leafValue( B2_DP2 "mcparamset" 8 ),leafValue( B2_DP2 "mcparamset" 9 ),leafValue( B2_DP2 "mcparamset" 10 ),leafValue( B2_DP2 "mcparamset" 11 ),leafValue( B2_DP2 "mcparamset" 12 ),leafValue( B2_DP2 "mcparamset" 13 ),leafValue( B2_DP2 "mcparamset" 14 ),leafValue( B2_DP2 "mcparamset" 15 ),leafValue( B2_DP2 "mcparamset" 16 ),leafValue( B2_DP2 "mcparamset" 17 ),leafValue( B2_DP2 "mcparamset" 18 ),leafValue( B2_DP2 "mcparamset" 19 ),leafValue( B2_DP2 "mcparamset" 20 ),leafValue( B1_DP3 "mcparamset" 1 ),leafValue( B1_DP3 "mcparamset" 2 ),leafValue( B1_DP3 "mcparamset" 3 ),leafValue( B1_DP3 "mcparamset" 4 ),leafValue( B1_DP3 "mcparamset" 5 ),leafValue( B1_DP3 "mcparamset" 6 ),leafValue( B1_DP3 "mcparamset" 7 ),leafValue( B1_DP3 "mcparamset" 8 ),leafValue( B1_DP3 "mcparamset" 9 ),leafValue( B1_DP3 "mcparamset" 10 ),leafValue( B1_DP3 "mcparamset" 11 ),leafValue( B1_DP3 "mcparamset" 12 ),leafValue( B1_DP3 "mcparamset" 13 ),leafValue( B1_DP3 "mcparamset" 14 ),leafValue( B1_DP3 "mcparamset" 15 ),leafValue( B1_DP3 "mcparamset" 16 ),leafValue( B1_DP3 "mcparamset" 17 ),leafValue( B1_DP3 "mcparamset" 18 ),leafValue( B1_DP3 "mcparamset" 19 ),leafValue( B1_DP3 "mcparamset" 20 ),leafValue( B2_DP3 "mcparamset" 1 ),leafValue( B2_DP3 "mcparamset" 2 ),leafValue( B2_DP3 "mcparamset" 3 ),leafValue( B2_DP3 "mcparamset" 4 ),leafValue( B2_DP3 "mcparamset" 5 ),leafValue( B2_DP3 "mcparamset" 6 ),leafValue( B2_DP3 "mcparamset" 7 ),leafValue( B2_DP3 "mcparamset" 8 ),leafValue( B2_DP3 "mcparamset" 9 ),leafValue( B2_DP3 "mcparamset" 10 ),leafValue( B2_DP3 "mcparamset" 11 ),leafValue( B2_DP3 "mcparamset" 12 ),leafValue( B2_DP3 "mcparamset" 13 ),leafValue( B2_DP3 "mcparamset" 14 ),leafValue( B2_DP3 "mcparamset" 15 ),leafValue( B2_DP3 "mcparamset" 16 ),leafValue( B2_DP3 "mcparamset" 17 ),leafValue( B2_DP3 "mcparamset" 18 ),leafValue( B2_DP3 "mcparamset" 19 ),leafValue( B2_DP3 "mcparamset" 20 )
435.00000E-3,192.12149,222.54273,234.33942,250.55720,239.76451,217.93623,232.18431,244.27289,205.20576,214.73577,250.63968,263.18791,235.75787,206.03235,244.22412,254.90016,231.44275,223.94806,241.70068,222.54119,192.66823,221.10162,237.58361,252.94225,238.61663,215.40086,232.22745,244.14030,206.56677,216.54364,254.47824,262.19200,232.08182,209.02206,243.46317,255.02751,230.90994,224.70146,240.41731,222.99247,193.08096,224.89826,234.56119,249.78123,241.61789,216.17919,236.71383,245.13273,205.08097,216.62751,254.99849,259.56658,235.64980,205.37335,243.03265,251.52985,233.33668,222.74021,241.68055,222.32763,192.63307,222.86412,238.05234,257.10067,237.50387,216.15721,233.35910,242.52459,206.71918,219.08732,251.29592,256.96242,232.87640,206.04684,241.20824,252.63184,231.71809,224.99541,238.54657,224.74355,192.95262,221.20344,238.92193,255.60574,238.04411,216.28974,231.72867,245.26719,205.12784,218.66230,252.53840,261.72743,231.85549,204.67897,242.49581,249.37925,230.97082,227.44404,240.38436,225.04608,191.82913,222.26035,237.28494,254.30015,239.51957,213.89712,236.18456,245.72389,203.92014,216.76634,255.28033,256.96359,234.75586,207.53628,242.58373,252.45872,231.79346,223.91659,238.39838,224.03025
440.00000E-3,215.25553,250.12983,261.50655,280.97531,271.12495,245.18863,259.80439,275.32880,230.06298,240.30074,281.53907,295.15477,265.44812,229.72771,274.41371,285.42675,260.27861,252.59819,271.24669,248.45458,215.83465,248.19877,265.69718,283.82357,269.57118,242.10106,260.16603,275.15129,231.92167,242.13456,285.91820,293.87727,261.17236,233.16273,273.44880,285.41258,259.54036,253.59643,269.83575,249.13128,216.19545,253.07255,261.98646,279.97926,273.26374,243.23757,265.14700,276.29119,230.08271,242.12459,286.91492,290.89082,265.01512,229.15929,272.89187,281.68659,262.28565,251.33698,271.29280,248.07986,215.79769,250.37603,265.96284,288.63679,268.24157,243.03523,261.33300,273.33807,231.96383,245.19270,282.21290,287.73926,262.04185,229.70857,270.92427,282.94722,260.62950,253.94501,267.60058,251.15764,216.15998,248.35444,267.13905,286.97688,268.99085,243.13316,259.14145,276.64755,230.28314,244.63769,283.67007,293.44456,260.61297,228.12726,272.38338,278.87247,259.70476,256.71972,269.74054,251.44316,214.99532,249.49295,265.22952,285.26836,270.87218,240.37997,264.65352,277.28913,228.76352,242.40264,286.80830,287.53385,264.29346,231.39203,272.32215,282.63751,260.54597,252.70311,267.62573,250.15027
445.00000E-3,239.74660,279.52503,290.02776,313.23261,304.96371,274.28565,288.96362,308.61308,256.41242,267.29602,314.42062,329.05746,297.19883,254.56317,306.55996,317.70093,291.03953,283.35040,302.62824,275.68588,240.35212,276.99707,295.34283,316.61346,302.90605,270.55127,289.73504,308.38040,258.87862,269.11359,319.39113,327.44343,292.24814,258.48746,305.35132,317.50073,290.04823,284.64924,301.08889,276.63877,240.63421,283.16608,290.83136,311.97347,307.42155,272.13388,295.22862,309.68362,256.62346,268.98095,320.99659,324.06431,296.34188,254.12704,304.64224,313.57780,293.13713,282.05773,302.76120,275.11122,240.31383,279.66319,295.33544,322.15710,301.32434,271.69544,290.91573,306.35757,258.77268,272.76358,315.09784,320.27868,293.19152,254.50095,302.54205,315.01236,291.48111,285.06081,298.43435,278.97071,240.72235,277.21993,296.88124,320.32635,302.33451,271.74400,288.04661,310.32965,257.02243,272.05294,316.79825,327.06533,291.25858,252.68360,304.18673,309.96865,290.34642,288.18866,300.91363,279.22631,239.53635,278.43356,294.66637,318.13165,304.70880,268.59115,294.79641,311.20182,255.13220,269.43389,320.37220,319.80691,295.87441,256.39273,303.92831,314.53117,291.18694,283.63749,298.68943,277.60615
450.00000E-3,265.38763,310.51193,319.62734,347.06523,341.11681,305.02376,319.40300,343.91727,284.03676,295.48269,349.03465,364.61913,330.79751,280.29337,340.42229,351.44307,323.50543,316.02138,335.59677,303.97534,266.01207,307.27142,326.25216,351.05056,338.44537,300.54206,320.68312,343.61810,287.22867,297.23551,354.64570,362.61022,325.09483,284.74891,338.92734,351.00840,322.20915,317.68254,333.93041,305.25794,266.18563,314.97064,320.82411,345.49729,343.92826,302.66720,326.70129,345.10054,284.49059,296.94907,357.00604,358.80846,329.40615,280.03472,338.03846,346.92843,325.66492,314.72463,335.83930,303.15983,265.97302,310.50501,325.89579,357.40037,336.57368,301.93055,321.85212,341.37529,286.93266,301.55666,349.69837,354.29887,326.10940,280.17807,335.82071,348.55165,324.05406,318.16600,330.79942,307.92512,266.43102,307.57600,327.87737,355.39500,337.90288,301.91306,318.18220,346.11260,285.13754,300.66339,351.67132,362.31241,323.56731,278.10286,337.66412,342.38562,322.67465,321.67258,333.65555,308.13652,265.24725,308.85569,325.32460,352.62489,340.86687,298.32164,326.35900,347.26630,282.81429,297.61502,355.71953,353.49603,329.28612,282.29102,337.15530,347.86142,323.49152,316.54270,331.34693,306.13701
455.00000E-3,291.92853,342.81679,349.98824,382.15088,379.34578,337.14116,350.81515,380.96332,312.67132,324.57681,385.06855,401.50147,365.96685,306.63860,375.69807,386.31842,357.39529,350.36264,369.84540,333.02274,292.56319,338.74270,358.10880,386.81285,375.94077,331.80849,352.70732,380.58557,316.71199,326.21171,391.36606,399.03776,359.43547,311.66382,373.87257,385.59849,355.73916,352.45251,368.05565,334.68937,292.59632,348.21744,351.64913,380.22722,382.54548,334.57857,359.25547,382.26269,313.42260,325.73913,394.63743,394.78607,363.92193,306.60445,372.77514,381.40866,359.58253,349.09424,370.22169,331.92477,292.52404,342.62459,357.32427,394.04233,373.73942,333.47684,353.83622,378.11451,316.18104,331.28253,385.69961,389.46238,360.51689,306.46001,370.45900,383.23422,358.06810,353.01705,364.39082,337.71978,293.03441,339.14426,359.80870,391.86086,375.45099,333.37516,349.23959,383.72410,314.36993,330.17917,387.97422,398.84804,357.25430,304.10677,372.51296,375.79107,356.40789,356.92570,367.66052,337.87176,291.87946,340.47859,356.88678,388.42278,379.10927,329.30762,359.03404,385.21441,311.54943,326.65735,392.53318,388.26092,364.25168,308.80508,371.69690,382.29592,357.17500,351.17547,365.29737,335.44085
460.00000E-3,319.08588,376.11752,380.76584,418.12085,419.34142,370.32582,382.85668,419.41094,342.01397,354.26086,422.15741,439.31725,402.37278,333.29715,412.03265,421.95016,392.37606,386.06650,405.01990,362.50021,319.72112,371.08754,390.56143,423.52928,415.07616,364.03884,385.46478,418.94209,347.02690,355.72205,429.18245,436.33940,394.93880,338.92541,409.83229,420.89380,390.30411,388.65425,403.11254,364.60387,319.58102,382.58527,382.96033,415.79501,422.96310,367.55890,392.54152,420.82843,343.11855,355.03103,433.52590,431.61417,399.55015,333.53437,408.49743,416.64674,394.55249,384.86316,405.55475,361.07926,319.68257,375.69800,389.26938,431.70705,412.50476,366.02260,386.52317,416.23697,346.21480,361.61725,422.73505,425.38938,396.08118,333.04532,406.10557,418.68677,393.19040,389.30915,398.85817,368.02267,320.24776,371.60160,392.32197,429.35036,414.66559,365.81769,380.87614,422.82711,344.41985,360.27693,425.33927,436.28673,391.98413,330.39631,408.38018,409.81621,391.21315,393.64018,402.57602,368.09974,319.15025,372.97716,389.00223,425.15171,419.12795,361.23915,392.47300,424.71170,341.03830,356.24037,430.44209,423.72149,400.43794,335.63108,407.19830,417.46139,391.90209,387.23178,400.19209,365.18747
465.00000E-3,346.55523,410.05664,411.60401,454.57580,460.73277,404.22760,415.16360,458.86978,371.73814,384.19793,459.89898,477.64682,439.63697,359.95950,449.03385,457.93618,428.07580,422.77678,440.73362,392.06751,347.18087,403.95186,423.23962,460.79544,455.47762,396.88710,418.58774,458.29731,377.84244,385.42938,467.68624,474.09852,431.23203,366.21770,446.41589,456.49388,425.53302,425.93207,438.71628,394.65755,346.83523,417.71287,414.39719,451.80364,464.80819,401.26092,426.18505,460.40598,373.25086,384.48908,473.26168,468.88073,435.91210,360.51277,444.81575,452.24549,430.19989,421.67823,441.45146,390.28582,347.14368,409.36748,421.36394,469.98260,452.49637,399.22049,419.54453,455.35495,376.70345,392.21679,460.40161,461.67442,432.42815,359.62515,442.37339,454.51005,429.04856,426.68632,433.82054,398.48612,347.76558,404.59357,425.04547,467.45387,455.17479,398.89317,412.73067,463.03143,374.95872,390.61435,463.36117,474.21178,427.38430,356.66583,444.87662,444.07248,426.71925,431.45629,438.01768,398.47314,346.75497,405.99548,421.30298,462.40562,460.55283,393.77271,426.30129,465.36864,370.95525,386.02632,469.03637,459.47486,437.46811,362.45751,443.27095,452.96019,427.30036,424.35708,435.64924,395.03375
470.00000E-3,374.02516,444.25701,442.15194,491.10398,503.10083,438.47343,447.36827,498.91565,401.50779,414.04742,497.87166,516.05740,477.35304,386.32292,486.28934,493.86762,464.09993,460.10321,476.58495,421.38800,374.63098,436.96683,455.77121,498.19187,496.72780,429.98829,451.70050,498.22752,408.81320,414.99535,506.44810,511.88762,467.91688,393.23045,483.21435,491.99377,461.03451,463.89357,474.46679,424.50804,374.04931,453.21450,445.60161,487.84554,507.65868,435.31420,459.80424,500.56970,403.48013,413.77765,513.40785,506.16356,472.60594,387.23278,481.32321,487.80060,466.12894,459.15070,477.50882,419.21223,374.59589,443.25743,453.24232,508.43959,493.29892,432.70284,452.52526,495.04748,407.30396,422.73306,498.27780,497.90530,469.15852,385.89787,478.85709,490.29735,465.24691,464.75560,468.88386,428.76305,375.27576,437.75031,457.60646,505.74415,496.56224,432.23455,444.44039,503.90960,405.64403,420.84611,501.61514,512.19442,463.06164,382.61746,481.59451,478.16972,462.53312,469.97674,473.58668,428.64592,374.38110,439.16293,453.42107,499.76452,502.96545,426.54639,460.13552,506.75625,400.96318,415.67597,507.88557,495.11417,474.93786,388.97982,479.51003,488.38882,462.97673,462.16040,471.27094,424.63985
475.00000E-3,401.19164,478.33914,472.07989,527.30025,545.99610,472.68424,479.11629,539.10934,430.99284,443.48066,535.65375,554.12290,515.10480,412.10504,523.38552,529.34778,500.04918,497.63865,512.17580,450.14390,401.76778,469.76578,487.79934,535.30340,538.38369,462.97508,484.43676,538.29449,439.59520,444.09583,545.03770,549.28807,504.58766,419.67309,519.81902,527.00248,496.41463,502.12683,509.96706,453.83005,400.92278,488.69748,476.23426,523.52136,551.06091,469.34193,493.02739,540.87903,433.47078,442.57659,553.52014,543.04981,509.22501,413.40616,517.61435,522.91932,501.94101,496.87327,513.32639,447.54649,401.73549,476.99156,484.55709,546.65094,534.47288,466.09836,485.10106,534.87903,437.67657,452.82991,535.94295,533.68197,505.86592,411.58250,515.15152,525.65319,501.38441,503.10415,503.65894,458.52286,402.47395,470.70359,489.64821,543.79594,538.38479,465.47193,475.65749,545.01569,436.13496,450.63976,539.67640,549.81354,498.62029,407.97437,518.12609,511.73404,498.25765,508.78396,508.88811,458.28913,401.72257,472.11115,485.00527,536.81379,545.91637,459.19643,493.60115,548.42484,430.72901,444.86413,546.55833,530.24724,512.43353,414.91409,515.51308,523.35642,498.53535,500.23140,506.66159,453.68452
480.00000E-3,427.77124,511.93808,501.09267,562.78379,588.95823,506.49191,510.08163,579.01635,459.88369,472.19501,572.84230,591.44269,552.48496,437.05508,559.92596,564.00916,535.53746,534.97723,547.12920,478.04937,428.30864,502.00050,518.99757,571.73743,579.99633,495.49425,516.45548,578.06513,469.86119,472.43472,583.04280,585.90834,540.84940,445.28644,555.83977,561.15983,531.29452,540.21868,544.84077,482.32891,427.17723,523.77969,505.98862,558.45743,594.54956,502.97780,525.50908,580.89822,462.90586,470.59460,593.16680,579.15394,545.37599,438.77510,553.30314,557.23738,537.25244,534.43819,548.52404,475.00951,428.27979,510.20966,514.99353,584.21076,575.57407,499.04877,516.93402,574.41902,467.49979,482.19754,572.99598,568.63383,542.15515,436.42993,550.86975,560.21046,537.07268,541.31760,537.77872,487.46526,429.07678,503.10310,520.84507,581.20485,580.19208,498.24913,506.06392,585.90525,466.10759,479.68988,577.13901,586.67415,533.67939,432.49174,554.08181,544.42366,533.50948,547.45866,543.54840,487.10455,428.49318,504.49040,515.73596,573.16244,588.94491,491.37348,526.34878,589.92406,459.93836,473.29347,584.64166,564.51334,549.55070,440.00834,550.89783,557.50168,533.59532,538.15866,541.44537,481.87845
485.00000E-3,453.51212,544.71853,528.93959,597.21322,631.53619,539.55478,539.97880,618.22550,487.90338,499.92516,609.06957,627.65745,589.11239,460.96209,595.54772,597.52751,570.20802,571.73196,581.10449,504.86033,454.00283,533.35527,549.08180,607.13973,621.13029,527.22130,547.45408,617.13005,499.31386,499.75464,620.08631,621.39934,576.33452,469.85135,590.92092,594.14991,565.32601,577.77269,578.74739,509.75102,452.56696,558.10577,534.60169,592.32037,637.66787,535.88146,556.94340,620.21504,491.49974,497.57975,631.94684,614.13273,580.69540,463.12079,588.03864,590.43294,571.71046,571.45499,582.75729,501.36447,453.97799,542.58243,544.28071,620.75081,616.17297,531.22372,547.72564,613.26034,496.48331,510.56411,609.07175,602.43384,577.65876,460.23096,585.65895,593.64447,571.95222,578.99809,570.91287,515.33096,454.83278,534.63067,550.91429,617.60374,621.54621,530.23847,535.38296,626.15449,495.26795,507.72943,613.63256,622.42291,567.88882,455.96460,589.10623,575.94135,567.93501,585.59808,577.23034,514.83535,454.43777,535.98372,545.33651,608.45874,631.59923,522.75702,558.06775,630.82239,488.30812,500.70534,621.75789,597.59663,585.91133,464.05071,585.31764,590.50641,567.80647,575.54754,575.28150,508.97420
490.00000E-3,478.20195,576.38693,555.42042,630.29776,673.30683,571.57032,568.57121,656.36499,514.81656,526.45093,644.01593,662.46095,624.64657,483.65956,629.93424,629.63165,603.74647,607.55000,613.80881,530.38054,478.63939,563.55774,577.81835,641.20631,661.38144,557.87207,577.17791,655.11948,527.69618,525.84420,655.83956,655.46553,610.71661,493.19374,624.75375,625.71038,598.20423,614.42504,611.39382,535.89050,476.88642,591.36033,561.86076,624.82777,679.98661,567.75113,587.07346,658.45683,519.00762,523.32628,669.50486,647.69616,614.86283,486.26871,621.51718,622.23642,605.00591,607.56602,615.72911,526.42249,478.61899,573.82306,572.19865,655.95318,655.87214,562.33276,577.22588,651.03514,524.37778,537.70375,643.85371,634.80845,612.05082,482.82086,619.21270,625.68293,605.70564,615.78020,602.77875,541.90868,479.53028,565.01129,579.62391,652.67541,662.03959,561.15254,563.38706,665.37710,523.36221,534.53748,648.83515,656.75958,600.94183,478.23213,622.89050,606.04285,601.22321,622.83211,609.64439,541.27283,479.34035,566.31772,573.58090,642.40184,673.45501,553.06680,588.49591,670.72444,515.59590,526.88707,657.57802,629.23538,621.17805,486.87413,618.47345,622.10521,600.86198,612.03595,607.87587,534.77249
495.00000E-3,501.67242,606.69963,580.38752,661.80398,713.89058,602.28410,595.67538,693.11454,540.43488,551.60130,677.41845,695.60721,658.79819,505.02671,662.82400,660.10886,635.88990,642.12457,645.00439,554.46392,502.05150,592.38584,605.02774,673.69089,700.39146,587.21075,605.42555,691.71531,554.79803,550.54141,690.03128,687.87152,643.72022,515.18617,657.08461,655.63730,629.67608,649.85705,642.54172,560.59203,499.97436,623.27741,587.60623,655.75449,721.11998,598.33267,615.69662,695.30267,545.23154,547.67773,705.54172,679.61377,647.61031,508.09031,653.49026,652.43594,636.88189,642.45877,647.19745,550.04447,502.03589,603.69506,598.58138,689.55840,694.32037,592.13370,605.23820,687.42685,550.98101,563.44077,677.08231,665.54306,645.05663,504.08056,651.27917,656.11152,638.06697,651.34362,633.14826,567.03823,503.00185,594.02016,606.79645,686.16071,701.30972,590.75240,589.90154,703.23722,550.18312,559.94311,682.48199,689.44391,632.58367,499.17870,655.18064,634.54077,633.11458,658.83619,640.55589,566.25933,503.02891,595.26960,600.29712,674.74904,714.13119,582.07066,617.42528,709.28449,541.60588,551.67548,691.83067,659.22667,655.06460,508.35758,650.12135,652.09053,632.50696,647.30690,638.98863,559.12455
500.00000E-3,523.80055,635.46707,603.74436,691.55821,752.96289,631.49479,621.16145,728.21309,564.61878,575.25491,709.07491,726.91305,691.33537,524.98689,694.01473,688.80596,666.43177,675.20285,674.51159,577.01346,524.11769,619.67077,630.58480,704.40794,737.85808,615.05386,632.05026,726.65867,580.45911,573.73363,722.45195,718.44402,675.12647,535.74644,687.71882,683.78578,659.54461,683.80378,672.01062,583.75024,521.71459,653.64590,611.73071,684.93462,760.73742,627.42462,642.66586,730.49110,570.02270,570.52657,739.82042,709.71644,678.72726,528.50180,683.76808,680.87849,667.13828,675.87407,676.97854,572.13974,524.10710,632.01595,623.31626,721.36903,731.22252,620.43697,631.62070,722.17772,576.14046,587.65024,708.55877,694.48311,676.45824,523.93490,681.66493,684.77511,668.82669,685.42175,661.85041,590.61001,525.12544,621.48589,632.30880,717.86221,739.04973,618.85169,614.80465,739.45808,575.57291,583.82574,714.36946,720.29791,662.61594,518.73208,685.78141,661.30466,663.40584,693.34001,669.78788,589.68770,525.37685,622.67011,625.36681,705.31850,753.30158,609.58837,644.70363,746.21570,566.19107,574.95684,724.30635,687.42690,687.34191,528.42438,680.07592,680.31363,662.54290,681.09693,668.43738,581.93121
505.00000E-3,544.50705,662.55418,625.44147,719.44504,790.26129,659.05537,644.95041,761.46198,587.27619,597.33756,738.84369,756.25656,722.08568,543.50360,723.36361,715.62677,695.22280,706.58959,702.20802,597.97755,544.76012,645.29650,654.41552,733.23165,773.54083,641.27066,656.95794,759.75297,604.56862,595.35469,752.95388,747.06996,704.77456,554.83374,716.52041,710.06706,687.66940,716.05828,699.67713,605.30631,542.03411,682.31088,634.17532,712.25967,798.57086,654.87947,667.88755,763.82324,593.28054,591.81116,772.16758,737.89445,708.06140,547.46049,712.21914,707.46749,695.63214,707.61023,704.94616,592.66214,544.75467,658.65736,646.34037,751.24905,766.34497,647.10624,656.28381,755.09189,599.75242,610.25544,738.14477,721.53148,706.09592,542.34869,710.23479,711.57542,697.83275,717.80611,688.77018,612.56181,545.82279,647.29004,656.08899,747.64362,775.01441,645.31713,638.02452,773.82600,599.42282,606.11252,744.35500,749.20412,690.89708,536.85934,714.55613,686.25767,691.95069,726.13202,697.22021,611.49785,546.30156,648.40297,648.72197,733.98803,790.70192,635.49196,670.23260,781.29459,589.25241,596.66407,754.85757,713.74877,717.84003,547.03827,708.20962,706.68187,690.82812,713.20036,696.09661,603.13919
510.00000E-3,563.75258,687.87762,645.47045,745.40284,825.58776,684.87103,667.00904,792.72413,608.35872,617.81758,766.64024,783.57242,750.93445,560.57515,750.78396,740.52682,722.16845,736.14697,728.02459,617.34444,563.94079,669.19622,676.49165,760.09168,807.26249,665.78049,680.10256,790.86302,627.06206,615.37989,781.44777,773.69147,732.55968,572.44327,743.40868,734.44295,713.96376,746.47200,725.47109,625.24258,560.89908,709.17163,654.92399,737.67384,834.41735,680.60166,691.31672,795.16198,614.94934,611.51059,802.47107,764.09240,735.51623,564.95953,738.76658,732.15762,722.27494,737.52316,731.02788,611.60432,563.94049,683.54189,667.63475,779.11987,799.51668,672.05599,679.18552,786.03456,621.75867,631.22323,765.75879,746.64323,733.86594,559.32129,736.90835,736.46584,724.98820,748.34676,713.84441,632.87335,565.05554,671.36374,678.11065,775.42587,809.02191,670.06596,659.53383,806.19017,621.66993,626.77345,772.35354,776.10088,717.33952,553.56148,741.42334,709.37083,718.65717,757.05990,722.78555,631.67136,565.76084,672.40137,670.33927,760.69068,826.13248,659.70297,693.96305,814.36139,610.73524,616.77174,783.39535,738.15562,746.44636,564.19790,734.44900,731.15347,717.27491,743.46967,721.89400,622.73554
515.00000E-3,581.53250,711.40067,663.85702,769.41717,858.80733,708.89456,687.34331,821.91991,627.85624,636.69972,792.43109,808.84497,777.82021,576.22850,776.23956,763.50625,747.22386,763.79130,751.93939,635.13564,581.65623,691.34693,696.82386,784.96678,838.90670,688.54780,701.47977,819.91083,647.91616,633.81981,807.89671,798.29888,758.42830,588.60006,768.35229,756.91869,738.38940,774.95182,749.36954,643.57606,578.30948,734.17699,673.99655,761.16739,868.13775,704.54307,712.95053,824.42781,635.01288,629.63845,830.67463,788.30228,761.04587,581.02191,763.38224,754.94788,747.02723,765.52345,755.19903,628.99117,581.66102,706.63794,687.21746,804.95394,830.62671,695.24669,700.32492,814.92781,642.14119,650.55777,791.36997,769.81840,759.71583,574.88047,761.65418,759.44447,750.24614,776.94941,737.05566,651.55988,582.81998,693.68225,698.38615,801.18082,840.95158,693.06097,679.34321,836.45908,642.29208,645.81517,798.33143,800.97529,741.90437,568.86733,766.35090,730.65591,743.48254,786.02769,746.46327,650.22493,583.74766,694.64246,690.23328,785.40817,859.45663,682.18747,715.88869,845.31664,630.62411,635.28988,809.88315,760.65415,773.10106,579.93076,758.76866,753.73036,741.84428,771.81254,745.80447,640.74109
520.00000E-3,597.87097,733.12669,680.65388,791.51303,889.84343,731.12016,705.99116,849.02082,645.79055,654.01849,816.22632,832.10012,802.72816,590.51302,799.73733,784.60190,770.38715,789.48746,773.97037,651.39910,597.93154,711.76267,715.45439,807.87700,868.41287,709.57585,721.11972,846.86924,667.14265,650.71355,832.30864,820.92258,782.37157,603.35255,791.36197,777.53495,760.94966,801.45476,771.38938,660.35149,594.29310,757.31895,691.44147,782.76883,899.65216,726.69692,732.82093,851.59245,653.48822,646.23605,856.77068,810.55535,784.64824,595.69406,786.07928,775.87373,769.89173,791.57088,777.47534,644.87303,597.94129,727.95298,705.13624,828.76702,859.61895,716.67847,719.73491,841.74424,660.91585,668.29377,814.99058,791.09406,783.63775,589.07615,784.48264,780.54627,773.60309,803.57012,758.42490,668.66507,599.14109,714.25827,716.95915,824.92350,870.73905,714.30423,697.49399,864.59437,661.30165,663.27419,822.29891,823.85522,764.59465,582.82734,789.34878,750.15765,766.42658,812.99039,768.27208,667.20337,600.28430,715.14058,708.44904,808.16307,890.59635,702.94982,736.03877,874.11538,648.93649,652.25722,834.32933,781.28644,797.79052,594.28676,781.18390,774.45040,764.53914,798.18654,767.84297,657.20349
